experiment_id,model_name,chunk_size,prompt_type,example_num,transformation_method,match_results_initial_exact,match_results_mapped_exact,match_results_cleaned_exact,match_results_initial_substring,match_results_mapped_substring,match_results_cleaned_substring,match_results_initial_fuzzy,match_results_mapped_fuzzy,match_results_cleaned_fuzzy,f1_initial_exact,f1_mapped_exact,f1_cleaned_exact,f1_initial_substring,f1_mapped_substring,f1_cleaned_substring,f1_initial_fuzzy,f1_mapped_fuzzy,f1_cleaned_fuzzy,level_type,chunk_size_category
10,gpt-4o,595,no_schema,,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5247298919567827,0.5247298919567827,0.598919567827131,0.685200746965453,0.685200746965453,0.7627184207016141,0.6967305524239008,0.6967305524239008,0.744842562432139,UTL,small
11,gpt-4o,595,no_schema,,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5222288915566226,0.5222288915566226,0.5966186474589837,0.6840336134453782,0.6840336134453782,0.7597705748966254,0.6937853107344637,0.6937853107344637,0.7434782608695654,UTL,small
12,gpt-4o,2996,few_shot,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.6439575830332134,0.6439575830332134,0.7328864879285049,0.6809723889555824,0.6809723889555824,0.7558756836067763,0.7254685777287762,0.7254685777287762,0.7780126849894295,STL,max
13,gpt-4o,2996,few_shot,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.6472388955582236,0.6472388955582236,0.7346872082166201,0.6827731092436975,0.6827731092436975,0.7585967720421504,0.7240618101545253,0.7240618101545253,0.7767195767195765,STL,max
14,gpt-4o,2881,few_shot,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5972619350770613,0.5972619350770613,0.7037281579298388,0.6129948949276682,0.6129948949276682,0.7161397892490331,0.6682027649769585,0.6682027649769585,0.7596566523605155,STL,max
15,gpt-4o,2881,few_shot,1.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.58989898989899,0.58989898989899,0.6989128984927305,0.6026307492694049,0.6026307492694049,0.7086567960517541,0.6651270207852192,0.6651270207852192,0.7583243823845326,STL,max
16,gpt-4o,2650,few_shot,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5926400863375655,0.5926400863375655,0.7081432573029213,0.6031042720118351,0.6031042720118351,0.7161197812458318,0.6682027649769585,0.6682027649769585,0.7675906183368868,STL,max
17,gpt-4o,2650,few_shot,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5881182776140761,0.5881182776140761,0.7017540349473123,0.5985824632883457,0.5985824632883457,0.7099639855942378,0.6635838150289018,0.6635838150289018,0.7636363636363638,STL,max
18,gpt-4o,2420,few_shot,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5934604144688179,0.5934604144688179,0.7100106709350408,0.6114276013435678,0.6114276013435678,0.7250833666800055,0.6651270207852192,0.6651270207852192,0.7609860664523042,STL,max
19,gpt-4o,2420,few_shot,5.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5922999502831438,0.5922999502831438,0.7032813125250101,0.6079728861241468,0.6079728861241468,0.7178137921835402,0.6635838150289018,0.6635838150289018,0.7556512378902045,STL,max
20,gpt-4o,2996,few_shot,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.6465586234493799,0.6465586234493799,0.7317060157396293,0.682372949179672,0.682372949179672,0.757296251834067,0.7254685777287762,0.7254685777287762,0.7754237288135594,UTL,max
21,gpt-4o,2996,few_shot,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.6430772308923571,0.6430772308923571,0.7312058156595972,0.6822128851540616,0.6822128851540616,0.7594371081766041,0.7226519337016573,0.7226519337016573,0.7767195767195765,UTL,max
22,gpt-4o,2881,few_shot,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5675100343167572,0.5675100343167572,0.6955515539549154,0.5829428741193449,0.5829428741193449,0.712311591303188,0.6431924882629109,0.6431924882629109,0.7516198704103674,UTL,max
23,gpt-4o,2881,few_shot,1.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5652691379582138,0.5652691379582138,0.6906896091770043,0.5807019777608015,0.5807019777608015,0.7089035614245699,0.6431924882629109,0.6431924882629109,0.748917748917749,UTL,max
24,gpt-4o,2650,few_shot,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5770338438405668,0.5770338438405668,0.7118780845671604,0.5906659633550392,0.5906659633550392,0.7272709083633454,0.6511085180863476,0.6511085180863476,0.7636363636363638,UTL,max
25,gpt-4o,2650,few_shot,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5749930275140361,0.5749930275140361,0.710637588368681,0.5904258673166238,0.5904258673166238,0.7274309723889557,0.6495327102803735,0.6495327102803735,0.7623126338329766,UTL,max
26,gpt-4o,2420,few_shot,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5586865049049924,0.5586865049049924,0.6903161264505805,0.5720851977154499,0.5720851977154499,0.7069627851140458,0.6351829988193625,0.6351829988193625,0.7475622968580719,UTL,max
27,gpt-4o,2420,few_shot,5.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5578861847769412,0.5578861847769412,0.6905562224889958,0.5712848775873988,0.5712848775873988,0.7083833533413367,0.6367924528301891,0.6367924528301891,0.75027027027027,UTL,max
28,gpt-4o,1421,few_shot,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.649559823929572,0.649559823929572,0.7372082166199814,0.682372949179672,0.682372949179672,0.7583966920101375,0.7282728272827279,0.7282728272827279,0.7805907172995779,STL,medium
29,gpt-4o,1421,few_shot,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6519807923169268,0.6519807923169268,0.7387821795384821,0.6844137655062025,0.6844137655062025,0.7601573962918502,0.7324561403508769,0.7324561403508769,0.7831578947368423,STL,medium
30,gpt-4o,1306,few_shot,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5911795021038719,0.5911795021038719,0.7020875016673338,0.6039112614742869,0.6039112614742869,0.7118313992263572,0.6651270207852192,0.6651270207852192,0.7596566523605155,STL,medium
31,gpt-4o,1306,few_shot,1.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5824159967017112,0.5824159967017112,0.6946645324796586,0.596648356312222,0.596648356312222,0.7055755635587568,0.6558139534883723,0.6558139534883723,0.7529665587918011,STL,medium
32,gpt-4o,1075,few_shot,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5925600543247604,0.5925600543247604,0.7042150193410699,0.6078261607673373,0.6078261607673373,0.7192877150860345,0.6743119266055042,0.6743119266055042,0.7675906183368868,STL,medium
33,gpt-4o,1075,few_shot,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5942407265936679,0.5942407265936679,0.7082432973189277,0.6067057125880656,0.6067057125880656,0.7210817660397494,0.6712643678160919,0.6712643678160919,0.7689030883919066,STL,medium
34,gpt-4o,844,few_shot,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5542447281943081,0.5542447281943081,0.6621115112711751,0.5976620951410867,0.5976620951410867,0.7136788048552756,0.6604866743916573,0.6604866743916573,0.7475622968580719,STL,medium
35,gpt-4o,844,few_shot,5.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.542760134356773,0.542760134356773,0.6490262771775377,0.5906592940206388,0.5906592940206388,0.7066760037348274,0.6542491268917341,0.6542491268917341,0.7421109902067462,STL,medium
36,gpt-4o,1421,few_shot,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.6457983193277312,0.6457983193277312,0.7324263038548755,0.6820128051220489,0.6820128051220489,0.7584167000133388,0.7268722466960349,0.7268722466960349,0.7780126849894295,UTL,medium
37,gpt-4o,1421,few_shot,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.6461584633853542,0.6461584633853542,0.7344871281846073,0.682372949179672,0.682372949179672,0.7583966920101375,0.7254685777287762,0.7254685777287762,0.7767195767195765,UTL,medium
38,gpt-4o,1306,few_shot,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5644288018237599,0.5644288018237599,0.6912498332666401,0.5798616416263478,0.5798616416263478,0.7083433373349342,0.6447831184056271,0.6447831184056271,0.75027027027027,UTL,medium
39,gpt-4o,1306,few_shot,1.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5684504104672172,0.5684504104672172,0.693857543017207,0.5854838905259074,0.5854838905259074,0.7136721355208752,0.6479532163742694,0.6479532163742694,0.7529665587918011,UTL,medium
40,gpt-4o,1075,few_shot,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5658693780542522,0.5658693780542522,0.6956916099773244,0.584303418337032,0.584303418337032,0.7201880752300922,0.6495327102803735,0.6495327102803735,0.7609860664523042,UTL,medium
41,gpt-4o,1075,few_shot,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5634684176700985,0.5634684176700985,0.6955915699613181,0.5873046188172241,0.5873046188172241,0.7245898359343739,0.6479532163742694,0.6479532163742694,0.7583243823845326,UTL,medium
42,gpt-4o,844,few_shot,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5490226393587738,0.5490226393587738,0.6862078164599175,0.5751597608740467,0.5751597608740467,0.7256169134320395,0.638398115429918,0.638398115429918,0.7516198704103674,UTL,medium
