experiment_id,model_name,chunk_size,prompt_type,example_num,transformation_method,match_results_initial_exact,match_results_mapped_exact,match_results_cleaned_exact,match_results_initial_substring,match_results_mapped_substring,match_results_cleaned_substring,match_results_initial_fuzzy,match_results_mapped_fuzzy,match_results_cleaned_fuzzy,f1_initial_exact,f1_mapped_exact,f1_cleaned_exact,f1_initial_substring,f1_mapped_substring,f1_cleaned_substring,f1_initial_fuzzy,f1_mapped_fuzzy,f1_cleaned_fuzzy,level_type,chunk_size_category
10,gpt-4o,595,no_schema,,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5274176337201547,0.5274176337201547,0.597545684940643,0.7110310790983061,0.7110310790983061,0.7708616780045352,0.7212389380530969,0.7212389380530969,0.7556512378902045,UTL,small
11,gpt-4o,595,no_schema,,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5234160330798986,0.5234160330798986,0.5957449646525277,0.7065492863812193,0.7065492863812193,0.767420301453915,0.7184035476718406,0.7184035476718406,0.7529665587918011,UTL,small
12,gpt-4o,2996,few_shot,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6766039749233027,0.6766039749233027,0.7551687341603309,0.6958516740029347,0.6958516740029347,0.7663198612778445,0.7543103448275861,0.7543103448275861,0.8008298755186725,STL,max
13,gpt-4o,2996,few_shot,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6723622782446312,0.6723622782446312,0.7487061491263173,0.6916099773242631,0.6916099773242631,0.7587368280645592,0.7516198704103674,0.7516198704103674,0.7970863683662848,STL,max
14,gpt-4o,2881,few_shot,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6140886657693381,0.6140886657693381,0.7556422569027612,0.6230255738659101,0.6230255738659101,0.7625450180072029,0.6788571428571428,0.6788571428571428,0.7995846313603323,STL,max
15,gpt-4o,2881,few_shot,1.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6140886657693381,0.6140886657693381,0.7545218087234894,0.6230255738659101,0.6230255738659101,0.7614245698279313,0.6803652968036534,0.6803652968036534,0.8008298755186725,STL,max
16,gpt-4o,2650,few_shot,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6080662568057527,0.6080662568057527,0.7529211684673871,0.6166696981823033,0.6166696981823033,0.7595905028678138,0.6727898966704936,0.6727898966704936,0.7995846313603323,STL,max
17,gpt-4o,2650,few_shot,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6058253604472094,0.6058253604472094,0.7540082699746566,0.6160294420798623,0.6160294420798623,0.7618780845671602,0.6743119266055042,0.6743119266055042,0.8008298755186725,STL,max
18,gpt-4o,2420,few_shot,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6048649762935477,0.6048649762935477,0.762311591303188,0.6148689778941882,0.6148689778941882,0.7701013738828866,0.6788571428571428,0.6788571428571428,0.8057851239669419,STL,max
19,gpt-4o,2420,few_shot,5.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6012235197109148,0.6012235197109148,0.7601507269574497,0.6126280815356447,0.6126280815356447,0.7690609577164199,0.677345537757437,0.677345537757437,0.8057851239669419,STL,max
20,gpt-4o,2996,few_shot,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6565959717220222,0.6565959717220222,0.7369614512471656,0.6758436708016541,0.6758436708016541,0.7469921301854077,0.740740740740741,0.740740740740741,0.788259958071279,UTL,max
21,gpt-4o,2996,few_shot,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6585967720421503,0.6585967720421503,0.737981859410431,0.6778444711217821,0.6778444711217821,0.748012538348673,0.7421109902067462,0.7421109902067462,0.7895287958115186,UTL,max
22,gpt-4o,2881,few_shot,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6017837438005507,0.6017837438005507,0.751467253568094,0.611787745401191,0.611787745401191,0.7592570361477926,0.6727898966704936,0.6727898966704936,0.7983367983367978,UTL,max
23,gpt-4o,2881,few_shot,1.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5948209586865051,0.5948209586865051,0.7438041883420036,0.6064256005432478,0.6064256005432478,0.7527944511137791,0.6697353279631764,0.6697353279631764,0.7945776850886342,UTL,max
24,gpt-4o,2650,few_shot,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6074260007033117,0.6074260007033117,0.7515472855808991,0.6188305625280416,0.6188305625280416,0.7615779645191411,0.677345537757437,0.677345537757437,0.7983367983367978,UTL,max
25,gpt-4o,2650,few_shot,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6130682576060729,0.6130682576060729,0.7546485260770975,0.623072259206713,0.623072259206713,0.7635587568360679,0.6818700114025086,0.6818700114025086,0.8008298755186725,UTL,max
26,gpt-4o,2420,few_shot,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6013635757333238,0.6013635757333238,0.7505268774176338,0.611601004037979,0.611601004037979,0.7605575563558757,0.6712643678160919,0.6712643678160919,0.7958333333333332,UTL,max
27,gpt-4o,2420,few_shot,5.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6028641759734197,0.6028641759734197,0.7543684140322796,0.6142687377981496,0.6142687377981496,0.7643990929705216,0.6727898966704936,0.6727898966704936,0.7983367983367978,UTL,max
28,gpt-4o,1421,few_shot,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6689209016940111,0.6689209016940111,0.7491063091903429,0.6893690809657197,0.6893690809657197,0.7614579164999334,0.75027027027027,0.75027027027027,0.7970863683662848,STL,medium
29,gpt-4o,1421,few_shot,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6721221822062159,0.6721221822062159,0.7490863011871417,0.6913698812858478,0.6913698812858478,0.7591169801253836,0.7516198704103674,0.7516198704103674,0.7970863683662848,STL,medium
30,gpt-4o,1306,few_shot,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6078261607673374,0.6078261607673374,0.748059223689476,0.6215249736258139,0.6215249736258139,0.7583233293317327,0.6758304696449029,0.6758304696449029,0.7958333333333332,STL,medium
31,gpt-4o,1306,few_shot,1.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6092267209914269,0.6092267209914269,0.7507803121248501,0.6215249736258139,0.6215249736258139,0.7599239695878353,0.677345537757437,0.677345537757437,0.7983367983367978,STL,medium
32,gpt-4o,1075,few_shot,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6013035517237199,0.6013035517237199,0.7480258770174737,0.6182703384384057,0.6182703384384057,0.7607576363878886,0.6788571428571428,0.6788571428571428,0.8020725388601038,STL,medium
33,gpt-4o,1075,few_shot,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6027041119478095,0.6027041119478095,0.7479791916766708,0.6182703384384057,0.6182703384384057,0.7595905028678138,0.6758304696449029,0.6758304696449029,0.7995846313603323,STL,medium
34,gpt-4o,844,few_shot,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5955448846205149,0.5955448846205149,0.7414632519674537,0.6212715389185979,0.6212715389185979,0.7729024943310658,0.6833712984054665,0.6833712984054665,0.8020725388601038,STL,medium
35,gpt-4o,844,few_shot,5.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5955448846205149,0.5955448846205149,0.7414632519674537,0.6196708986624955,0.6196708986624955,0.7686007736427904,0.6818700114025086,0.6818700114025086,0.8008298755186725,STL,medium
36,gpt-4o,1421,few_shot,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6585967720421503,0.6585967720421503,0.7407829798586103,0.6778444711217821,0.6778444711217821,0.7496932106175805,0.7434782608695654,0.7434782608695654,0.7907949790794978,UTL,medium
37,gpt-4o,1421,few_shot,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6608376684006937,0.6608376684006937,0.7418233960250767,0.6800853674803256,0.6800853674803256,0.750733626784047,0.744842562432139,0.744842562432139,0.7920585161964475,UTL,medium
38,gpt-4o,1306,few_shot,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5950610547249204,0.5950610547249204,0.7481059090302788,0.6084264008633758,0.6084264008633758,0.7581365879685208,0.6727898966704936,0.6727898966704936,0.7983367983367978,UTL,medium
39,gpt-4o,1306,few_shot,1.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6006632956212788,0.6006632956212788,0.751467253568094,0.6140286417597344,0.6140286417597344,0.761497932506336,0.6743119266055042,0.6743119266055042,0.7995846313603323,UTL,medium
40,gpt-4o,1075,few_shot,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6077061127481296,0.6077061127481296,0.7509070294784581,0.623072259206713,0.623072259206713,0.7635587568360679,0.6818700114025086,0.6818700114025086,0.8008298755186725,UTL,medium
41,gpt-4o,1075,few_shot,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6063055525240401,0.6063055525240401,0.7525877017473657,0.623072259206713,0.623072259206713,0.7663598772842473,0.6803652968036534,0.6803652968036534,0.8020725388601038,UTL,medium
42,gpt-4o,844,few_shot,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.6030879018273978,0.6030879018273978,0.7397825796985462,0.6252064462148497,0.6252064462148497,0.7692810457516341,0.6803652968036534,0.6803652968036534,0.7970863683662848,UTL,medium
